index,packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,mean_packet_size,spectral_entropy,frequency_band_energy,label,score,z_score,is_anomaly,reason
486,0.994273,0.729041,47517,443,0.571429,0.000000,0.955980,0.535505,0,1.529779,1.346186,0,Normal
487,0.866858,0.162085,37634,443,0.571429,0.000000,0.731695,0.365139,0,1.231997,0.606139,0,Normal
488,0.640659,0.062348,63367,443,0.857143,0.000000,0.191541,0.194539,0,0.835197,-0.379986,0,Normal
489,0.239084,0.180222,65031,80,0.357143,0.000000,0.176038,0.902446,1,1.141529,0.381310,0,Normal
490,0.368647,0.441516,18810,443,0.214286,0.000000,0.496814,0.176388,0,0.545035,-1.101097,0,Normal
491,0.045097,0.399304,33701,53,0.000000,0.000000,0.389785,0.153619,1,0.198715,-1.961770,1,|z|=1.96 >= 1.5
492,0.622047,0.729306,43957,53,0.785714,0.000000,0.518447,0.319199,0,0.941246,-0.116433,0,Normal
493,0.075877,0.091000,4079,443,0.428571,0.000000,0.879874,0.463859,0,0.539736,-1.114267,0,Normal
494,0.521117,0.760693,59331,443,0.857143,0.000000,0.245331,0.143676,0,0.664793,-0.803475,0,Normal
495,0.292770,0.015268,43615,80,0.928571,0.000000,0.417870,0.634918,0,0.927689,-0.150126,0,Normal
496,0.735147,0.504995,12003,443,0.071429,0.000000,0.452325,0.145888,0,0.881035,-0.266070,0,Normal
497,0.091625,0.042055,20221,53,0.357143,0.000000,0.771402,0.407379,0,0.499004,-1.215493,0,Normal
498,0.746600,0.245663,25605,53,0.571429,0.000000,0.456149,0.112348,0,0.858948,-0.320962,0,Normal
499,0.387258,0.934255,62870,443,0.428571,0.000000,0.463451,0.936905,0,1.324164,0.835192,0,Normal
500,0.728704,0.034333,31998,53,0.357143,0.000000,0.760643,0.472872,0,1.201577,0.530540,0,Normal
501,0.049392,0.719129,35745,80,0.214286,0.000000,0.204505,0.991061,1,1.040453,0.130115,0,Normal
502,0.086614,0.330415,27670,443,0.928571,0.000000,0.355130,0.393184,0,0.479798,-1.263224,0,Normal
503,0.715820,0.935221,8972,443,0.142857,0.000000,0.014175,0.178874,0,0.894694,-0.232126,0,Normal
504,0.115247,0.187003,12138,443,0.714286,0.000000,0.719867,0.562467,0,0.677714,-0.771364,0,Normal
505,0.007874,0.847708,54068,53,0.785714,0.000000,0.051125,0.020749,0,0.028623,-2.384482,1,|z|=2.38 >= 1.5
506,0.595562,0.317436,29710,443,1.000000,0.000000,0.891313,0.673812,0,1.269373,0.699028,0,Normal
507,0.966356,0.292808,46958,443,0.428571,0.000000,0.086937,0.711877,0,1.678233,1.715125,1,|z|=1.72 >= 1.5
508,0.444524,0.455019,51000,443,0.071429,0.000000,0.921621,0.783288,0,1.227812,0.595739,0,Normal
509,0.272727,0.726981,60559,80,0.142857,0.000000,0.134194,0.806159,0,1.078887,0.225630,0,Normal
510,0.891911,0.272703,31536,443,0.214286,0.000000,0.367768,0.294999,0,1.186911,0.494092,0,Normal
511,0.937008,0.384348,29407,80,0.071429,0.000000,0.488388,0.002319,0,0.939326,-0.121204,0,Normal
512,0.332856,0.584499,40692,53,0.000000,0.000000,0.346458,0.027143,0,0.359999,-1.560948,1,|z|=1.56 >= 1.5
513,0.928418,0.725507,60573,80,0.000000,0.000000,0.914045,0.923464,0,1.851882,2.146677,1,|z|=2.15 >= 1.5
514,0.442377,0.460164,62728,443,0.071429,0.000000,0.432550,0.062323,1,0.504700,-1.201338,0,Normal
515,0.743021,0.855209,31378,443,0.285714,0.000000,0.472293,0.110465,0,0.853486,-0.334535,0,Normal
516,0.140301,0.930583,50605,80,0.642857,0.000000,0.379105,0.008760,0,0.149060,-2.085172,1,|z|=2.09 >= 1.5
517,0.184681,0.338630,59901,53,0.714286,0.000000,0.426359,0.220116,0,0.404798,-1.449615,0,Normal
518,0.564782,0.339772,4090,53,0.285714,0.000000,0.967500,0.617334,0,1.182116,0.482176,0,Normal
519,0.962777,0.111771,34924,53,0.214286,0.000000,0.488051,0.568450,0,1.531227,1.349786,0,Normal
520,0.093772,0.609483,36659,53,0.714286,0.000000,0.570493,0.576044,0,0.669816,-0.790990,0,Normal
521,0.312813,0.118377,8258,53,0.571429,0.000000,0.343239,0.554031,0,0.866844,-0.301337,0,Normal
522,0.112384,0.998666,23200,53,0.785714,0.000000,0.931179,0.751624,0,0.864007,-0.308387,0,Normal
523,0.627774,0.906839,10150,80,0.428571,0.000000,0.242525,0.280390,0,0.908164,-0.198650,0,Normal
524,0.979241,0.983520,19842,443,0.857143,0.000000,0.745524,0.286342,0,1.265583,0.689608,0,Normal
525,0.505369,0.321923,20538,443,0.428571,0.000000,0.696798,0.260219,0,0.765588,-0.552979,0,Normal
526,0.801718,0.342462,54949,443,0.928571,0.000000,0.443363,0.990405,0,1.792123,1.998165,1,|z|=2.00 >= 1.5
527,0.399427,0.495798,1348,53,0.285714,0.000000,0.052022,0.888940,0,1.288368,0.746232,0,Normal
528,0.556192,0.118561,54754,53,0.857143,0.000000,0.799246,0.359678,0,0.915870,-0.179498,0,Normal
529,0.216893,0.242401,6990,443,0.357143,0.000000,0.741292,0.149475,0,0.366368,-1.545118,1,|z|=1.55 >= 1.5
530,0.791696,0.654231,30370,53,0.571429,0.000000,0.002263,0.898548,0,1.690244,1.744975,1,|z|=1.74 >= 1.5
531,0.848246,0.674923,10367,80,0.428571,0.000000,0.509296,0.310451,0,1.158697,0.423975,0,Normal
532,0.256263,0.242988,19590,53,0.214286,0.000000,0.975843,0.078884,0,0.335147,-1.622709,1,|z|=1.62 >= 1.5
533,0.447387,0.698964,13822,80,0.642857,0.000000,0.163986,0.226132,0,0.673520,-0.781787,0,Normal
534,0.803150,0.880145,58339,443,0.642857,0.000000,0.821310,0.119838,0,0.922987,-0.161810,0,Normal
535,0.867573,0.192935,28837,443,1.000000,0.000000,0.846053,0.158728,1,1.026301,0.094945,0,Normal
536,0.731568,0.155774,54493,53,0.357143,0.000000,0.786066,0.893562,0,1.625129,1.583152,1,|z|=1.58 >= 1.5
537,0.432355,0.919454,31868,53,0.071429,0.000000,0.642855,0.283237,0,0.715592,-0.677228,0,Normal
538,0.128848,0.557891,50350,443,0.500000,0.000000,0.789468,0.018884,1,0.147732,-2.088474,1,|z|=2.09 >= 1.5
539,0.967788,0.143034,27323,80,0.500000,0.000000,0.020255,0.910381,0,1.878169,2.212007,1,|z|=2.21 >= 1.5
540,0.846815,0.407998,1113,80,0.285714,0.000000,0.302477,0.859356,1,1.706171,1.784556,1,|z|=1.78 >= 1.5
541,0.920544,0.833144,62247,53,0.785714,0.000000,0.982069,0.669964,0,1.590508,1.497112,0,Normal
542,0.284896,0.100683,40661,443,0.071429,0.000000,0.799439,0.718422,0,1.003318,0.037828,0,Normal
543,0.823908,0.863496,60802,443,0.500000,0.000000,0.324919,0.025701,0,0.849609,-0.344169,0,Normal
544,0.571224,0.930531,29265,80,0.571429,0.000000,0.647820,0.220772,0,0.791996,-0.487349,0,Normal
545,0.907659,0.591492,57387,53,0.071429,0.000000,0.549329,0.339366,0,1.247025,0.643488,0,Normal
546,0.304223,0.497076,5688,443,0.000000,0.000000,0.834360,0.853714,0,1.157937,0.422086,0,Normal
547,0.783107,0.250873,3839,443,0.500000,0.000000,0.361564,0.987347,0,1.770454,1.944312,1,|z|=1.94 >= 1.5
548,0.695777,0.305960,23975,80,0.214286,0.000000,0.573095,0.588794,0,1.284571,0.736797,0,Normal
549,0.256263,0.814137,26092,53,0.000000,0.000000,0.106355,0.366081,0,0.622345,-0.908967,0,Normal
550,0.939871,0.269625,50704,443,0.071429,0.000000,0.000000,0.428225,1,1.368096,0.944373,0,Normal
551,0.734431,0.451602,14839,53,0.857143,0.000000,0.798052,0.898615,0,1.633046,1.602827,1,|z|=1.60 >= 1.5
552,0.805297,0.095005,39322,80,0.500000,0.000000,0.489738,0.937468,0,1.742765,1.875499,1,|z|=1.88 >= 1.5
553,0.820329,0.269770,6033,443,0.214286,0.000000,0.721712,0.329575,1,1.149904,0.402123,0,Normal
554,0.214746,0.753444,33263,53,0.785714,0.000000,0.479991,0.173925,0,0.388671,-1.489693,0,Normal
555,0.526843,0.312801,13350,80,0.785714,0.000000,0.199281,0.166258,0,0.693101,-0.733123,0,Normal
556,0.729420,0.338416,25223,80,0.642857,0.000000,0.985780,0.643938,0,1.373358,0.957451,0,Normal
557,0.267001,0.612502,64819,80,0.214286,0.000000,0.910395,0.953064,0,1.220065,0.576486,0,Normal
558,0.675734,0.702091,49475,443,0.571429,0.000000,0.832783,0.245023,0,0.920757,-0.167354,0,Normal
559,0.765927,0.746792,14842,53,0.142857,0.000000,0.970718,0.701670,0,1.467597,1.191654,0,Normal
560,0.637795,0.005610,14218,443,1.000000,0.000000,0.769447,0.281429,0,0.919224,-0.171163,0,Normal
561,0.183250,0.755519,16118,80,0.428571,0.000000,0.780278,0.907414,0,1.090663,0.254898,0,Normal
562,0.264853,0.584415,50926,53,0.357143,0.000000,0.560771,0.747833,0,1.012686,0.061110,0,Normal
563,0.331424,0.040465,53096,53,0.142857,0.000000,0.526034,0.518970,0,0.850394,-0.342218,0,Normal
564,0.781675,0.173224,12692,80,0.428571,0.000000,0.799299,0.593046,0,1.374721,0.960837,0,Normal
565,0.961346,0.575816,47688,80,0.071429,0.000000,0.531723,0.898586,0,1.859931,2.166681,1,|z|=2.17 >= 1.5
566,0.137437,0.404227,31288,80,0.500000,0.000000,0.198491,0.470131,0,0.607569,-0.945688,0,Normal
567,0.343593,0.855623,36053,443,0.571429,0.000000,0.982106,0.675933,0,1.019526,0.078108,0,Normal
568,0.554044,0.113043,21324,443,0.071429,0.000000,0.625577,0.894441,0,1.448485,1.144156,0,Normal
569,0.217609,0.726402,19458,80,0.857143,0.000000,0.633432,0.444790,0,0.662399,-0.809424,0,Normal
570,0.205440,0.523133,36764,80,0.857143,0.000000,0.601287,0.891070,0,1.096511,0.269430,0,Normal
571,0.596278,0.566784,14726,443,0.857143,0.000000,0.182554,0.921319,0,1.517596,1.315911,0,Normal
572,0.682176,0.140798,44730,443,0.857143,0.000000,0.127615,0.408988,0,1.091164,0.256142,0,Normal
573,0.065855,0.569020,23330,53,0.357143,0.000000,0.187146,0.482996,0,0.548852,-1.091612,0,Normal
574,0.201861,0.510179,46882,443,0.857143,0.000000,0.238760,0.980103,0,1.181965,0.481800,0,Normal
575,0.167502,0.085539,61138,80,0.285714,0.000000,0.466344,0.818257,0,0.985759,-0.005811,0,Normal
576,0.559771,0.436623,39908,80,1.000000,0.000000,0.961802,0.914177,0,1.473948,1.207436,0,Normal
577,0.470293,0.358008,34067,443,0.500000,0.000000,0.949383,0.773964,0,1.244258,0.636610,0,Normal
578,0.062276,0.738501,26149,443,0.642857,0.000000,0.567697,0.723064,0,0.785341,-0.503889,0,Normal
579,0.882606,0.273493,44821,80,0.428571,0.000000,0.181017,0.642604,1,1.525210,1.334833,0,Normal
580,0.805297,0.167957,36384,443,0.928571,0.000000,0.103451,0.999485,0,1.804782,2.029625,1,|z|=2.03 >= 1.5
581,0.796707,0.223954,54534,53,0.500000,0.000000,0.579189,0.769823,0,1.566530,1.437521,0,Normal
582,0.541875,0.108752,44498,53,0.214286,0.000000,0.859898,0.062756,0,0.604631,-0.952988,0,Normal
583,0.203293,0.940553,62799,53,0.571429,0.000000,0.594533,0.048152,0,0.251445,-1.830726,1,|z|=1.83 >= 1.5
584,0.030780,0.636074,25198,443,0.428571,0.000000,0.957109,0.147998,0,0.178778,-2.011318,1,|z|=2.01 >= 1.5
585,0.717967,0.958650,10909,80,0.714286,0.000000,0.043922,0.488602,0,1.206570,0.542948,0,Normal
586,0.189692,0.235785,48501,80,0.428571,0.000000,0.889453,0.166151,0,0.355843,-1.571277,1,|z|=1.57 >= 1.5
587,0.153185,0.958291,1207,443,0.500000,0.000000,0.506832,0.927053,0,1.080239,0.228990,0,Normal
588,0.397996,0.463408,54882,80,0.857143,0.000000,0.164382,0.019513,0,0.417508,-1.418026,0,Normal
589,0.308518,0.166178,31223,53,0.500000,0.000000,0.371903,0.859380,0,1.167898,0.446841,0,Normal
590,0.845383,0.649565,8432,443,0.500000,0.000000,0.970158,0.605270,0,1.450653,1.149544,0,Normal
591,0.504653,0.265671,32164,80,0.000000,0.000000,0.031860,0.687200,0,1.191853,0.506374,0,Normal
592,0.589120,0.706377,33493,443,0.928571,0.000000,0.170756,0.273006,0,0.862126,-0.313064,0,Normal
593,0.936292,0.866838,2044,443,0.214286,0.000000,0.648710,0.157448,0,1.093740,0.262544,0,Normal
594,0.808160,0.323442,65291,53,0.285714,0.000000,0.022052,0.196015,0,1.004175,0.039957,0,Normal
595,0.113815,0.795218,24020,53,0.000000,0.000000,0.784207,0.294347,0,0.408162,-1.441253,0,Normal
596,0.879026,0.952540,52638,80,0.142857,0.000000,0.704038,0.363857,1,1.242883,0.633194,0,Normal
597,0.324982,0.158556,12091,80,0.071429,0.000000,0.178511,0.796122,0,1.121104,0.330550,0,Normal
598,0.412312,0.293966,56703,80,1.000000,0.000000,0.026860,0.931804,0,1.344116,0.884777,0,Normal
599,0.022906,0.616620,51199,80,0.142857,0.000000,0.462519,0.588596,1,0.611502,-0.935913,0,Normal
600,0.318540,0.420368,2998,80,0.928571,0.000000,0.004321,0.792751,0,1.111291,0.306160,0,Normal
601,0.568361,0.611424,18100,80,0.928571,0.000000,0.660083,0.434122,0,1.002483,0.035753,0,Normal
602,0.912670,0.671812,64434,80,1.000000,0.000000,0.277068,0.096301,0,1.008971,0.051876,0,Normal
603,0.241947,0.753664,59258,443,0.357143,0.000000,0.428107,0.987462,0,1.229409,0.599709,0,Normal
604,0.486757,0.670979,16592,443,0.357143,0.000000,0.304957,0.188758,0,0.675516,-0.776826,0,Normal
605,0.066571,0.967173,2899,80,0.928571,0.000000,0.239091,0.591471,0,0.658042,-0.820251,0,Normal
606,0.473157,0.339480,19073,443,0.000000,0.000000,0.936961,0.223283,0,0.696440,-0.724826,0,Normal
607,0.583393,0.962817,38113,80,1.000000,0.000000,0.258367,0.855460,0,1.438853,1.120219,0,Normal
608,0.977810,0.900326,19524,80,0.928571,0.000000,0.323915,0.633098,0,1.610908,1.547809,1,|z|=1.55 >= 1.5
609,0.740157,0.384970,17963,80,0.642857,0.000000,0.873929,0.709803,0,1.449961,1.147823,0,Normal
610,0.499642,0.100114,13606,443,0.357143,0.000000,0.110629,0.271436,0,0.771078,-0.539335,0,Normal
611,0.493200,0.258311,45142,443,0.428571,0.000000,0.028299,0.832545,0,1.325744,0.839120,0,Normal
612,0.061560,0.744667,44106,80,0.357143,0.000000,0.519329,0.840745,0,0.902305,-0.213209,0,Normal
613,0.846815,0.685822,58551,53,0.500000,0.000000,0.655616,0.362979,0,1.209793,0.550960,0,Normal
614,0.627774,0.966966,5314,53,0.142857,0.000000,0.230739,0.244710,0,0.872484,-0.287322,0,Normal
615,0.712956,0.519544,51359,80,0.785714,0.000000,0.269903,0.735372,0,1.448328,1.143765,0,Normal
616,0.343593,0.925507,51754,443,0.857143,0.000000,0.042635,0.697894,0,1.041488,0.132686,0,Normal
617,0.017895,0.361329,5285,80,0.714286,0.000000,0.832265,0.403032,0,0.420928,-1.409528,0,Normal
618,0.631353,0.144602,51208,53,0.642857,0.000000,0.496058,0.524393,0,1.155745,0.416640,0,Normal
619,0.183966,0.170001,22140,53,0.000000,0.000000,0.685258,0.907090,0,1.091055,0.255872,0,Normal
620,0.043665,0.742924,48645,80,0.000000,0.000000,0.459333,0.948761,0,0.992426,0.010758,0,Normal
621,0.624195,0.063933,9470,53,0.500000,0.000000,0.152562,0.599420,0,1.223615,0.585308,0,Normal
622,0.175376,0.724839,27879,80,0.642857,0.000000,0.357358,0.142244,0,0.317620,-1.666269,1,|z|=1.67 >= 1.5
623,0.824624,0.051391,17493,443,0.071429,0.000000,0.863224,0.771138,0,1.595762,1.510169,1,|z|=1.51 >= 1.5
624,0.926271,0.340290,52112,53,0.785714,0.000000,0.093745,0.022211,0,0.948481,-0.098452,0,Normal
625,0.536865,0.220129,47274,53,0.285714,0.000000,0.229488,0.849689,0,1.386554,0.990244,0,Normal
626,0.260558,0.717638,56066,53,0.928571,0.000000,0.033046,0.058186,0,0.318745,-1.663473,1,|z|=1.66 >= 1.5
627,0.525412,0.949720,49786,53,0.714286,0.000000,0.422632,0.743175,1,1.268587,0.697072,0,Normal
628,0.116679,0.868547,31495,443,1.000000,0.000000,0.460653,0.605746,1,0.722425,-0.660248,0,Normal
629,0.498926,0.975570,25001,80,0.642857,0.000000,0.363914,0.228088,0,0.727014,-0.648842,0,Normal
630,0.375089,0.260439,39847,80,0.642857,0.000000,0.834051,0.071565,0,0.446655,-1.345591,0,Normal
631,0.312097,0.687011,24140,53,0.214286,0.000000,0.755591,0.544446,1,0.856543,-0.326938,0,Normal
632,0.015748,0.027628,50172,80,0.857143,0.000000,0.219381,0.028391,0,0.044139,-2.345923,1,|z|=2.35 >= 1.5
633,0.335719,0.849285,24357,443,0.357143,0.000000,0.238598,0.593202,0,0.928921,-0.147063,0,Normal
634,0.183250,0.560483,13318,53,0.642857,0.000000,0.580436,0.277671,0,0.460921,-1.310137,0,Normal
635,0.696492,0.475399,47661,53,0.642857,0.000000,0.280334,0.771650,0,1.468142,1.193008,0,Normal
636,0.835361,0.679520,23124,80,0.642857,0.000000,0.083253,0.957256,0,1.792617,1.999392,1,|z|=2.00 >= 1.5
637,0.118826,0.096096,13071,443,0.785714,0.000000,0.314563,0.715460,0,0.834286,-0.382250,0,Normal
638,0.110236,0.988284,31478,443,0.142857,0.000000,0.141192,0.265151,0,0.375387,-1.522706,1,|z|=1.52 >= 1.5
639,0.768074,0.536966,19542,80,0.857143,0.000000,0.363468,0.864442,0,1.632516,1.601510,1,|z|=1.60 >= 1.5
640,0.093057,0.416100,64129,443,0.714286,0.000000,0.828280,0.660933,0,0.753990,-0.581803,0,Normal
641,0.987115,0.673650,9847,443,0.285714,0.000000,0.330083,0.973603,0,1.960718,2.417156,1,|z|=2.42 >= 1.5
642,0.145311,0.745536,18476,443,0.071429,0.000000,0.112769,0.280366,0,0.425677,-1.397724,0,Normal
643,0.720115,0.108692,1286,443,0.857143,0.000000,0.237313,0.106016,0,0.826131,-0.402517,0,Normal
644,0.424481,0.849190,58280,80,0.142857,0.000000,0.120754,0.133496,0,0.557977,-1.068933,0,Normal
645,0.927702,0.749920,25911,80,0.571429,0.000000,0.132086,0.426843,0,1.354546,0.910697,0,Normal
646,0.874016,0.939459,42096,80,0.642857,0.000000,0.258575,0.728105,1,1.602121,1.525971,1,|z|=1.53 >= 1.5
647,0.067287,0.316494,47182,443,0.285714,0.000000,0.938954,0.297980,0,0.365267,-1.547855,1,|z|=1.55 >= 1.5
648,0.643522,0.589195,28995,443,0.357143,0.000000,0.622954,0.361309,0,1.004831,0.041587,0,Normal
649,0.256979,0.867901,33873,53,0.357143,0.000000,0.331003,0.485049,0,0.742028,-0.611530,0,Normal
650,0.740157,0.722767,22455,80,0.428571,0.000000,0.228426,0.623066,0,1.363224,0.932265,0,Normal
651,0.146743,0.507828,52725,53,0.214286,0.000000,0.595985,0.640766,1,0.787509,-0.498500,0,Normal
652,0.178955,0.767612,39258,53,0.357143,0.000000,0.542626,0.514387,0,0.693342,-0.732524,0,Normal
653,0.221904,0.156649,20902,53,0.071429,0.000000,0.151489,0.629794,0,0.851698,-0.338978,0,Normal
654,0.944882,0.707162,37011,443,0.428571,0.000000,0.394293,0.330431,0,1.275313,0.713789,0,Normal
655,0.295634,0.774379,57689,80,0.071429,0.000000,0.538433,0.008901,0,0.304535,-1.698787,1,|z|=1.70 >= 1.5
656,0.651396,0.649795,52011,53,0.571429,0.000000,0.105135,0.379082,0,1.030478,0.105325,0,Normal
657,0.820329,0.597830,40363,443,0.214286,0.000000,0.089134,0.651348,0,1.471677,1.201793,0,Normal
658,0.122405,0.409202,23068,80,1.000000,0.000000,0.338282,0.368308,0,0.490713,-1.236097,0,Normal
659,0.284896,0.568372,6061,80,0.571429,0.000000,0.297542,0.000000,0,0.284896,-1.747593,1,|z|=1.75 >= 1.5
660,0.382963,0.781494,49095,80,0.071429,0.000000,0.067443,0.469169,0,0.852133,-0.337897,0,Normal
661,0.725841,0.691102,40569,53,0.285714,0.000000,0.332748,0.227892,0,0.953733,-0.085400,0,Normal
662,0.467430,0.055018,16225,53,0.285714,0.000000,0.419732,0.535526,0,1.002956,0.036929,0,Normal
663,0.519685,0.041605,15085,443,0.357143,0.000000,0.612097,0.346539,1,0.866224,-0.302879,0,Normal
664,0.565497,0.122500,41389,80,0.214286,0.000000,0.365399,0.364877,0,0.930375,-0.143451,0,Normal
665,0.051539,0.637205,15874,443,0.571429,0.000000,0.836811,0.216435,0,0.267974,-1.789649,1,|z|=1.79 >= 1.5
666,0.624911,0.761709,32028,80,0.285714,0.000000,0.426425,0.630657,1,1.255568,0.664718,0,Normal
667,0.612026,0.550903,16810,80,0.642857,0.000000,0.541346,0.064947,0,0.676973,-0.773205,0,Normal
668,0.927702,0.574319,21480,443,0.571429,0.000000,0.563370,0.091949,0,1.019651,0.078418,0,Normal
669,0.012169,0.443769,19549,443,0.571429,0.000000,0.408018,0.120665,0,0.132834,-2.125499,1,|z|=2.13 >= 1.5
670,0.745168,0.466456,61683,80,1.000000,0.000000,0.554119,0.393273,0,1.138441,0.373635,0,Normal
671,0.409449,0.871035,18914,443,0.357143,0.000000,0.155517,0.974574,0,1.384023,0.983955,0,Normal
672,0.629205,0.267600,51347,80,0.785714,0.000000,0.785930,0.606520,0,1.235726,0.615407,0,Normal
673,0.604152,0.411296,14639,80,1.000000,0.000000,0.849446,0.035086,0,0.639237,-0.866985,0,Normal
674,0.977810,0.148428,18174,53,0.642857,0.000000,0.506187,0.754310,0,1.732120,1.849044,1,|z|=1.85 >= 1.5
675,0.816750,0.408164,55893,443,0.857143,0.000000,0.646230,0.950144,0,1.766894,1.935465,1,|z|=1.94 >= 1.5
676,0.000000,0.708424,52651,80,0.928571,0.000000,0.907368,0.552525,0,0.552525,-1.082483,0,Normal
677,0.320687,0.478454,2817,443,0.642857,0.000000,0.952708,0.552045,0,0.872732,-0.286704,0,Normal
678,0.581246,0.891355,20165,80,0.500000,0.000000,0.319142,0.103276,0,0.684522,-0.754445,0,Normal
679,0.785254,0.151109,55956,443,0.357143,0.000000,0.787481,0.709947,0,1.495202,1.260255,0,Normal
680,0.835361,0.285220,29436,53,0.642857,0.000000,0.872909,0.754813,0,1.590174,1.496281,0,Normal
681,0.159628,0.410157,26713,80,0.642857,0.000000,0.257272,0.200398,0,0.360025,-1.560882,1,|z|=1.56 >= 1.5
682,0.077309,0.075821,30660,443,0.214286,0.000000,0.548214,0.466013,1,0.543322,-1.105354,0,Normal
683,0.139585,0.783831,37009,443,0.357143,0.000000,0.667071,0.601361,0,0.740946,-0.614220,0,Normal
684,0.037938,0.255159,20949,80,0.571429,0.000000,0.003970,0.742982,0,0.780921,-0.514874,0,Normal
685,0.349320,0.221952,30973,80,0.928571,0.000000,0.228344,0.979208,0,1.328528,0.846039,0,Normal
686,0.241231,0.081253,29030,443,0.428571,0.000000,0.068784,0.533955,0,0.775186,-0.529126,0,Normal
687,0.682892,0.143713,19554,80,0.785714,0.000000,0.847838,0.885801,0,1.568693,1.442896,0,Normal
688,0.943450,0.532817,3057,443,0.142857,0.000000,0.110327,0.788228,1,1.731678,1.847947,1,|z|=1.85 >= 1.5
689,0.958482,0.508757,28764,443,0.142857,0.000000,0.185303,0.139309,0,1.097792,0.272613,0,Normal
690,0.465283,0.419861,25574,80,0.928571,0.000000,0.034302,0.704374,0,1.169657,0.451213,0,Normal
691,0.105941,0.856849,20746,443,0.785714,0.000000,0.916746,0.245782,0,0.351723,-1.581515,1,|z|=1.58 >= 1.5
692,0.002147,0.774750,8339,80,0.071429,0.000000,0.338037,0.724660,0,0.726808,-0.649356,0,Normal
693,0.687903,0.457749,32883,443,0.928571,0.000000,0.822445,0.940607,0,1.628510,1.591554,1,|z|=1.59 >= 1.5
694,0.984252,0.460465,38723,443,0.500000,0.000000,0.300828,0.778269,0,1.762521,1.924597,1,|z|=1.92 >= 1.5
695,0.732999,0.562417,53509,80,0.500000,0.000000,0.324966,0.285520,1,1.018519,0.075605,0,Normal
696,0.722978,0.110637,4014,80,1.000000,0.000000,0.968903,0.443069,1,1.166047,0.442240,0,Normal
697,0.517538,0.102890,19777,80,0.857143,0.000000,0.531372,0.355463,1,0.873000,-0.286038,0,Normal
698,0.089477,0.704103,50699,443,0.214286,0.000000,0.590815,0.884858,0,0.974335,-0.034201,0,Normal
699,0.619900,0.194953,52745,53,0.142857,0.000000,0.477999,0.169267,0,0.789167,-0.494380,0,Normal
700,0.376521,0.502710,31961,443,0.285714,0.000000,0.774348,0.237139,0,0.613660,-0.930550,0,Normal
701,0.536149,0.738564,61458,53,0.928571,0.000000,0.731785,0.468303,0,1.004452,0.040645,0,Normal
702,0.939155,0.840919,18598,53,0.000000,0.000000,0.837572,0.014942,0,0.954097,-0.084496,0,Normal
703,0.629921,0.125241,9612,80,0.571429,0.000000,0.682845,0.467506,0,1.097428,0.271709,0,Normal
704,0.867573,0.754371,38198,443,0.071429,0.000000,0.552869,0.260237,0,1.127810,0.347215,0,Normal
705,0.165354,0.218035,37889,80,1.000000,0.000000,0.635469,0.048541,0,0.213895,-1.924044,1,|z|=1.92 >= 1.5
706,0.912670,0.851845,41922,53,0.142857,0.000000,0.933587,0.840576,0,1.753246,1.901548,1,|z|=1.90 >= 1.5
707,0.332140,0.472784,29512,443,0.214286,0.000000,0.947595,0.917983,0,1.250123,0.651187,0,Normal
708,0.902649,0.766000,37735,53,0.785714,0.000000,0.057763,0.180152,0,1.082800,0.235357,0,Normal
709,0.269148,0.953147,39971,53,0.571429,0.000000,0.863125,0.405218,0,0.674366,-0.779683,0,Normal
710,0.391553,0.189291,21609,53,0.857143,0.000000,0.932519,0.257708,0,0.649262,-0.842073,0,Normal
711,0.422334,0.615341,11573,443,0.285714,0.000000,0.807543,0.485752,0,0.908086,-0.198844,0,Normal
712,0.029349,0.485307,24956,53,0.142857,0.000000,0.255203,0.930703,0,0.960051,-0.069699,0,Normal
713,0.767359,0.159462,59552,443,1.000000,0.000000,0.197217,0.267678,0,1.035036,0.116654,0,Normal
714,0.052971,0.534816,26344,80,0.571429,0.000000,0.954656,0.350928,0,0.403898,-1.451849,0,Normal
715,0.751611,0.401331,23269,80,0.642857,0.000000,0.736838,0.154503,0,0.906114,-0.203744,0,Normal
716,0.418039,0.353760,4775,80,0.428571,0.000000,0.824453,0.135152,0,0.553191,-1.080827,0,Normal
717,0.908375,0.385573,25157,80,0.571429,0.000000,0.722307,0.824163,0,1.732538,1.850084,1,|z|=1.85 >= 1.5
718,0.188261,0.917302,49377,53,0.000000,0.000000,0.457109,0.228584,1,0.416845,-1.419674,0,Normal
719,0.212598,0.865414,11074,80,0.357143,0.000000,0.867120,0.282188,0,0.494787,-1.225974,0,Normal
720,0.098067,0.813264,42759,53,0.928571,0.000000,0.083122,0.564713,0,0.662781,-0.808476,0,Normal
721,0.338583,0.343220,2865,53,0.071429,0.000000,0.047143,0.527818,0,0.866401,-0.302439,0,Normal
722,0.800286,0.674992,51869,80,0.785714,0.000000,0.284928,0.021028,0,0.821314,-0.414487,0,Normal
723,0.226915,0.381345,17161,53,0.642857,0.000000,0.690942,0.180387,0,0.407302,-1.443390,0,Normal
724,0.199714,0.060287,60322,80,0.857143,0.000000,0.999789,0.293276,0,0.492989,-1.230440,0,Normal
725,0.554760,0.450255,9157,80,0.071429,0.000000,0.453718,0.721225,0,1.275985,0.715459,0,Normal
726,0.138869,0.236282,63379,443,0.642857,0.000000,0.030724,0.766411,0,0.905280,-0.205816,0,Normal
